my_team,other_team,tied,timeout
my_team,other_team,blue,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,blue,flag_capture
